tweet_id,created_at,date,hour,weekday,author_id,author_type,tweet_text_raw,sentiment_text,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
2068252,2017-10-08 15:00:51+00:00,2017-10-08,15,Sunday,546930,Customer,@Uber_Support can I dm you? Had an issue with a driver this morning,@user can I dm you? Had an issue with a driver this morning,0.25548908,0.72037441,0.02413658,-0.23135250,Neutral
774859,2017-10-11 20:43:56+00:00,2017-10-11,20,Wednesday,424197,Customer,@118159 Con el peor servicio da igual traer un flip phone sprint es basura,@user Con el peor servicio da igual traer un flip phone sprint es basura,0.03379987,0.85289681,0.11330334,0.07950347,Neutral
2532493,2017-10-30 12:13:32+00:00,2017-10-30,12,Monday,AmazonHelp,Support,"@531345 I'm sorry for the poor delivery experiences! For clarification, are you seeing recurring issues with a certain carrier? ^KN","@user I'm sorry for the poor delivery experiences! For clarification, are you seeing recurring issues with a certain carrier? ^KN",0.80322391,0.18694562,0.00983047,-0.79339344,Negative
841668,2017-10-20 13:36:01+00:00,2017-10-20,13,Friday,ATVIAssist,Support,"@309252 Hey. Please try clearing your cache: https://t.co/8flXKTmw8y, fully complete a few matches then keep me updated. ^SM",@user Hey. Please try clearing your cache: http fully complete a few matches then keep me updated. ^SM,0.01403682,0.81958723,0.16637599,0.15233918,Neutral
2975523,2017-11-16 10:58:11+00:00,2017-11-16,10,Thursday,379734,Customer,@AppleSupport Sent!,@user Sent!,0.02327006,0.52364939,0.45308051,0.42981045,Neutral
1269272,2017-10-26 13:58:00+00:00,2017-10-26,13,Thursday,VerizonSupport,Support,@417195 Once you get the service backup and working and the tech comes out we can help and check this out for you. ^ADP,@user Once you get the service backup and working and the tech comes out we can help and check this out for you. ^ADP,0.01621610,0.69989675,0.28388721,0.26767111,Neutral
1472806,2017-11-03 01:18:00+00:00,2017-11-03,1,Friday,AppleSupport,Support,@461863 We're here to help. Please DM us which iOS software version you are using and we'll go from there. https://t.co/GDrqU22YpT,@user We're here to help. Please DM us which iOS software version you are using and we'll go from there. http,0.00892553,0.54708576,0.44398862,0.43506309,Neutral
987439,2017-10-14 10:33:25+00:00,2017-10-14,10,Saturday,Ask_Spectrum,Support,@353978 I'll be happy to help you with your internet service. Would you mind sending us a DM with your account number? -CP,@user I'll be happy to help you with your internet service. Would you mind sending us a DM with your account number? -CP,0.00710744,0.25975117,0.73314136,0.72603393,Positive
461880,2017-12-01 01:30:56+00:00,2017-12-01,1,Friday,ChaseSupport,Support,"@224748 Hi, I'm sorry to hear about the wait you've experience, and I'd like to see how we can help. Can you please DM your full name and zip code? ^JR https://t.co/znUu1VJn9r","@user Hi, I'm sorry to hear about the wait you've experience, and I'd like to see how we can help. Can you please DM your full name and zip code? ^JR http",0.47320333,0.48176649,0.04503022,-0.42817311,Neutral
1886385,2017-10-23 12:10:27+00:00,2017-10-23,12,Monday,AldiUK,Support,"@562621 Hi Lauren, we're sorry to see this. Please DM us with your contact details and store you bought it from so we can look into this. Thanks.","@user Hi Lauren, we're sorry to see this. Please DM us with your contact details and store you bought it from so we can look into this. Thanks.",0.41550359,0.55697554,0.02752086,-0.38798273,Neutral
1045273,2017-10-12 17:41:35+00:00,2017-10-12,17,Thursday,153746,Customer,"@123127 the keyboard and trackpad suddenly stop working for a few seconds on my Book, wtf.","@user the keyboard and trackpad suddenly stop working for a few seconds on my Book, wtf.",0.90344775,0.09055272,0.00599948,-0.89744827,Negative
594349,2017-12-03 18:12:45+00:00,2017-12-03,18,Sunday,TMobileHelp,Support,@260801 What's going on Kennedy?? Send us a DM! We want to make sure you're totally up to date on the games! *KittyG,@user What's going on Kennedy?? Send us a DM! We want to make sure you're totally up to date on the games! *KittyG,0.01096635,0.62533110,0.36370251,0.35273615,Neutral
2285650,2017-11-11 16:33:56+00:00,2017-11-11,16,Saturday,AppleSupport,Support,@664177 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,@user We offer support via Twitter in English. Contact us for help in your preferred language here: http,0.00579780,0.71464872,0.27955350,0.27375570,Neutral
231320,2017-10-05 10:24:52+00:00,2017-10-05,10,Thursday,AmazonHelp,Support,@171091 from Amazon.in with details to renew your Prime membership. 2/2^SB,@user from Amazon.in with details to renew your Prime membership. 2/2^SB,0.00629544,0.89562756,0.09807700,0.09178156,Neutral
1308747,2017-10-27 04:21:00+00:00,2017-10-27,4,Friday,comcastcares,Support,"@425847 Hello Rachel, I can assist with fixing account issues. Please send us a DM with your account number. -YE","@user Hello Rachel, I can assist with fixing account issues. Please send us a DM with your account number. -YE",0.04301560,0.78868526,0.16829918,0.12528358,Neutral
2720988,2017-11-20 09:25:40+00:00,2017-11-20,9,Monday,763460,Customer,@GreggsOfficial Do you think I’d be able to ring and buy one? Just as I can’t keep waiting outside 😞,@user Do you think I’d be able to ring and buy one? Just as I can’t keep waiting outside 😞,0.73409772,0.25111330,0.01478897,-0.71930875,Negative
2976843,2017-11-30 03:13:19+00:00,2017-11-30,3,Thursday,hulu_support,Support,@820992 Hello there! We're always working to add more of what you love to our lineup. We'll forward along your content request to our team. 💚,@user Hello there! We're always working to add more of what you love to our lineup. We'll forward along your content request to our team. 💚,0.00185248,0.02931098,0.96883649,0.96698401,Positive
581048,2017-12-03 12:08:06+00:00,2017-12-03,12,Sunday,VirginTrains,Support,"@256913 That's fine, Marie, services are running again from 12:33 ^HP","@user That's fine, Marie, services are running again from 12:33 ^HP",0.00558552,0.23921235,0.75520217,0.74961665,Positive
2481824,2017-10-29 22:49:01+00:00,2017-10-29,22,Sunday,Uber_Support,Support,"@709108 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ and our team will be in touch.","@user Sorry for the trouble! Send us a note here, http and our team will be in touch.",0.43552625,0.52865994,0.03581385,-0.39971240,Neutral
1547148,2017-10-20 00:14:25+00:00,2017-10-20,0,Friday,Delta,Support,@479052 We are sorry for your delay. We hope to have you on your way as soon as possible. We appreciate your patience. *ATJ,@user We are sorry for your delay. We hope to have you on your way as soon as possible. We appreciate your patience. *ATJ,0.05358832,0.48276523,0.46364641,0.41005809,Neutral
2314747,2017-10-20 04:44:52+00:00,2017-10-20,4,Friday,Safaricom_Care,Support,@671180 You are always welcome. It�s our pleasure to serve you. Have a great day. ^PI,@user You are always welcome. It�s our pleasure to serve you. Have a great day. ^PI,0.00265904,0.00948330,0.98785770,0.98519866,Positive
158769,2017-11-24 17:56:01+00:00,2017-11-24,17,Friday,AmazonHelp,Support,"@152499 Oh no! I'm sorry for the missing item. We would like to look into this in real time. Please reach out to us, via phone or chat, here: https://t.co/hApLpMlfHN. ^AL","@user Oh no! I'm sorry for the missing item. We would like to look into this in real time. Please reach out to us, via phone or chat, here: http ^AL",0.67596883,0.30182463,0.02220655,-0.65376228,Negative
1028588,2017-10-23 03:28:44+00:00,2017-10-23,3,Monday,363374,Customer,A little bit of luck &amp; a little bit of skill will get you everywhere in life - even @SouthwestAir 1st class. https://t.co/kNEFlTD2OV,A little bit of luck &amp; a little bit of skill will get you everywhere in life - even @user 1st class. http,0.00539937,0.08745579,0.90714484,0.90174548,Positive
2958036,2017-11-29 19:58:40+00:00,2017-11-29,19,Wednesday,AmericanAir,Support,@816451 We know your travel plans are important and we don't anticipate any cancellations.,@user We know your travel plans are important and we don't anticipate any cancellations.,0.02054372,0.36595711,0.61349916,0.59295544,Positive
1477431,2017-10-17 22:33:25+00:00,2017-10-17,22,Tuesday,463036,Customer,@AmazonHelp It's been more than 24 hours still no solution,@user It's been more than 24 hours still no solution,0.79128665,0.19518878,0.01352455,-0.77776210,Negative
255815,2017-10-05 20:06:27+00:00,2017-10-05,20,Thursday,AppleSupport,Support,@176846 Thank you for your reply. Please send us a DM. We'd like to take a closer look at this. https://t.co/GDrqU22YpT,@user Thank you for your reply. Please send us a DM. We'd like to take a closer look at this. http,0.02370952,0.63339823,0.34289226,0.31918274,Neutral
438157,2017-11-25 06:11:17+00:00,2017-11-25,6,Saturday,219097,Customer,"Hey @115873 @Uber_Support never been able to do a 3D Secure Authentication on your app. A layer on top of the ""Submit"" and ""Cancel"" buttons with message blocking the element #UI #Fail https://t.co/Mvf3nj7Anf","Hey @user @user never been able to do a 3D Secure Authentication on your app. A layer on top of the ""Submit"" and ""Cancel"" buttons with message blocking the element #UI #Fail http",0.90812880,0.08540364,0.00646763,-0.90166117,Negative
1094596,2017-10-23 21:15:23+00:00,2017-10-23,21,Monday,352183,Customer,@GWRHelp Frome to anywhere please,@user Frome to anywhere please,0.02044060,0.82600546,0.15355396,0.13311336,Neutral
2541358,2017-11-16 11:27:22+00:00,2017-11-16,11,Thursday,TMobileHelp,Support,@673323 @115913 Thank you so much! I just sent a reply and will meet you back there. *CassyFitzgerald,@user @user Thank you so much! I just sent a reply and will meet you back there. *CassyFitzgerald,0.00260818,0.07044137,0.92695045,0.92434227,Positive
2107558,2017-11-09 01:08:05+00:00,2017-11-09,1,Thursday,BofA_Help,Support,@525362 I'm following up to see if there is anything I can do to help. Please DM the requested info if you still need help. ^ag,@user I'm following up to see if there is anything I can do to help. Please DM the requested info if you still need help. ^ag,0.02458173,0.73510045,0.24031781,0.21573607,Neutral
2330898,2017-11-12 15:19:45+00:00,2017-11-12,15,Sunday,674792,Customer,@LondonMidland I will thank you,@user I will thank you,0.00850834,0.08050965,0.91098195,0.90247361,Positive
2257645,2017-11-11 01:06:03+00:00,2017-11-11,1,Saturday,JetBlue,Support,@657482 Glad we were able to help out. We know things happen. We're just glad we still get to see you tomorrow!,@user Glad we were able to help out. We know things happen. We're just glad we still get to see you tomorrow!,0.00255142,0.01429017,0.98315835,0.98060693,Positive
2774648,2017-11-21 17:47:02+00:00,2017-11-21,17,Tuesday,GWRHelp,Support,"@775442 Thanks. I can see you are discussing this with our Customer Support team. They'll address your comments accordingly. You mentioned in the email you'd like a number - you can discuss your case with an advisor on 03457 000 125 (option 4, 3).","@user Thanks. I can see you are discussing this with our Customer Support team. They'll address your comments accordingly. You mentioned in the email you'd like a number - you can discuss your case with an advisor on 03457 000 125 (option 4, 3).",0.01384055,0.68080109,0.30535832,0.29151777,Neutral
1654376,2017-10-17 17:28:18+00:00,2017-10-17,17,Tuesday,AirAsiaSupport,Support,"@121017 You are most welcome, Do let us know If any Further assistance is Needed. Thank you and have a Great day- Thanks-Mich","@user You are most welcome, Do let us know If any Further assistance is Needed. Thank you and have a Great day- Thanks-Mich",0.00415455,0.04100413,0.95484138,0.95068683,Positive
677788,2017-11-23 06:42:12+00:00,2017-11-23,6,Thursday,276743,Customer,My American wife is going home to see family in a week and @AmericanAir and @120279 charging her 1800 to fix their mistake - name change - then arguing with each other over it https://t.co/vuJfwxFgVZ,My American wife is going home to see family in a week and @user and @user charging her 1800 to fix their mistake - name change - then arguing with each other over it http,0.62562048,0.34632081,0.02805866,-0.59756182,Negative
1592785,2017-10-24 00:22:39+00:00,2017-10-24,0,Tuesday,TwitterSupport,Support,"@489554 Hi, thanks for getting in touch. Please send us a message and we'll get started working through this. https://t.co/eXwzpNPj8C","@user Hi, thanks for getting in touch. Please send us a message and we'll get started working through this. http",0.02353998,0.51883775,0.45762229,0.43408231,Neutral
1688621,2017-11-06 20:07:01+00:00,2017-11-06,20,Monday,AmazonHelp,Support,@481384 Comprendo. ¿Cuál era la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR,@user Comprendo. ¿Cuál era la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR,0.01970719,0.93032271,0.04997020,0.03026301,Neutral
2502982,2017-11-15 19:24:38+00:00,2017-11-15,19,Wednesday,713895,Customer,"@115765 @152609 1. Fix spawn-in issues in SnD. 2. Nerf the ARs more. I️ swear to god you can’t have fun in this game unless you’re using the BAR, STG or maaaaaaybe the FG 42","@user @user 1. Fix spawn-in issues in SnD. 2. Nerf the ARs more. I️ swear to god you can’t have fun in this game unless you’re using the BAR, STG or maaaaaaybe the FG 42",0.88513571,0.09994293,0.01492134,-0.87021437,Negative
2583976,2017-11-16 23:27:45+00:00,2017-11-16,23,Thursday,330363,Customer,@SouthwestAir Your website keeps telling me my log in information is wrong so I can’t check-in,@user Your website keeps telling me my log in information is wrong so I can’t check-in,0.84913605,0.14511476,0.00574915,-0.84338691,Negative
478828,2017-11-27 18:50:01+00:00,2017-11-27,18,Monday,228769,Customer,"@115765 so I got error code 5 now turn it back on to this , wtf is going on https://t.co/RUqnQdid9w","@user so I got error code 5 now turn it back on to this , wtf is going on http",0.86185449,0.13233632,0.00580921,-0.85604528,Negative
2579647,2017-11-16 22:07:59+00:00,2017-11-16,22,Thursday,TMobileHelp,Support,"@731208 Let's take a closer look to see what's happening with the connection in your area, Jaz. Send us a DM! *RickK","@user Let's take a closer look to see what's happening with the connection in your area, Jaz. Send us a DM! *RickK",0.01533157,0.91875356,0.06591477,0.05058320,Neutral
797337,2017-10-12 13:23:51+00:00,2017-10-12,13,Thursday,MOO,Support,"@310105 Sure, we can! Just copy the umlaut from a writing software and paste it onto the cards.","@user Sure, we can! Just copy the umlaut from a writing software and paste it onto the cards.",0.00593313,0.44617546,0.54789138,0.54195825,Positive
254144,2017-10-05 18:10:55+00:00,2017-10-05,18,Thursday,TMobileHelp,Support,@127273 @115913 We want to check this out with you. Please DM us the address there: https://t.co/cuEwtd2epS *DanKing,@user @user We want to check this out with you. Please DM us the address there: http *DanKing,0.01063462,0.90565377,0.08371165,0.07307703,Neutral
1027596,2017-10-23 00:47:52+00:00,2017-10-23,0,Monday,AppleSupport,Support,@363165 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,@user We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,0.00520660,0.52933937,0.46545401,0.46024741,Neutral
1039327,2017-10-26 11:34:37+00:00,2017-10-26,11,Thursday,365893,Customer,@45466 @GreggsOfficial I would retweet this but there is no option to do it @GreggsOfficial common courtesy doesn't cost. Shame on you!!,@user @user I would retweet this but there is no option to do it @user common courtesy doesn't cost. Shame on you!!,0.93046170,0.06393450,0.00560381,-0.92485790,Negative
2880342,2017-11-28 07:41:39+00:00,2017-11-28,7,Tuesday,260228,Customer,Lived in London for 7 years. Experienced hundreds of train delays. Shocking service. Moved to Wokingham and delayed. Tony @SW_Help at Wokingham is a breath of fresh air. I’ll take a delay here any day #thewayweshouldallbe #kindnesscostsnothing https://t.co/YZ8YZS6n6p,Lived in London for 7 years. Experienced hundreds of train delays. Shocking service. Moved to Wokingham and delayed. Tony @user at Wokingham is a breath of fresh air. I’ll take a delay here any day #thewayweshouldallbe #kindnesscostsnothing http,0.51272786,0.28852552,0.19874659,-0.31398126,Negative
1259929,2017-10-26 09:57:00+00:00,2017-10-26,9,Thursday,AmazonHelp,Support,@415193 とんでもないことです。お手数ですがどうぞよろしくお願いいたします。なお、出品者にご連絡いただいても2営業日(土日、祝日を除く)以上回答がない、問題が解決しない場合は、お知らせください。ET,@user とんでもないことです。お手数ですがどうぞよろしくお願いいたします。なお、出品者にご連絡いただいても2営業日(土日、祝日を除く)以上回答がない、問題が解決しない場合は、お知らせください。ET,0.07679783,0.83864117,0.08456109,0.00776327,Neutral
245893,2017-10-06 04:15:00+00:00,2017-10-06,4,Friday,171909,Customer,"@AmazonHelp Tell me why I need to send additional proofs of return charges when I already provided courier recipient , in which authentic stam also have","@user Tell me why I need to send additional proofs of return charges when I already provided courier recipient , in which authentic stam also have",0.24698499,0.71730429,0.03571077,-0.21127421,Neutral
2496290,2017-10-30 01:51:05+00:00,2017-10-30,1,Monday,421004,Customer,@AirAsiaSupport thank you for the help! :D,@user thank you for the help! :D,0.00505768,0.01913154,0.97581077,0.97075309,Positive
1521069,2017-11-03 16:56:55+00:00,2017-11-03,16,Friday,378376,Customer,"@AskLyft is lyft in Providence, RI?","@user is lyft in Providence, RI?",0.00816919,0.96181619,0.03001458,0.02184540,Neutral
1743755,2017-11-08 20:44:46+00:00,2017-11-08,20,Wednesday,marksandspencer,Support,"@121253 Ahhhh that's great to read, Emma! Hope you can continue to enjoy our Vegan selections moving forward! Thanks","@user Ahhhh that's great to read, Emma! Hope you can continue to enjoy our Vegan selections moving forward! Thanks",0.00183158,0.00867899,0.98948938,0.98765779,Positive
1420674,2017-11-02 00:19:18+00:00,2017-11-02,0,Thursday,450277,Customer,幸せなamazonポチ生活 https://t.co/Z7AOV6joan,幸せなamazonポチ生活 http,0.07012866,0.83358717,0.09628414,0.02615548,Neutral
1638441,2017-11-05 18:47:35+00:00,2017-11-05,18,Sunday,Ask_Spectrum,Support,@209623 We can take a closer look into any connection issues you're having. Can I please have the acct/ph # by DM? ^TL,@user We can take a closer look into any connection issues you're having. Can I please have the acct/ph # by DM? ^TL,0.08078474,0.86162680,0.05758848,-0.02319625,Neutral
2402896,2017-11-14 14:00:14+00:00,2017-11-14,14,Tuesday,AskCiti,Support,@123796 Great question! I appreciate your tweet. The Citi Diamond Preferred card does offer virtual account numbers. I hope this is helpful. Please let us know if you have any additional questions. ^JT,@user Great question! I appreciate your tweet. The Citi Diamond Preferred card does offer virtual account numbers. I hope this is helpful. Please let us know if you have any additional questions. ^JT,0.00225976,0.04773834,0.95000190,0.94774213,Positive
452095,2017-11-30 22:14:41+00:00,2017-11-30,22,Thursday,SpotifyCares,Support,@222233 Hi Tayler! Can you DM us his email address? We'll see what we can do /NH https://t.co/ldFdZRiNAt,@user Hi Tayler! Can you DM us his email address? We'll see what we can do /NH http,0.01761076,0.86186224,0.12052692,0.10291616,Neutral
1347102,2017-10-27 17:01:23+00:00,2017-10-27,17,Friday,434141,Customer,My attempt to lead the anti-Comcast revolution on Cape Cod is in a delay as @115722 is 5 hours late for install. #notsofast,My attempt to lead the anti-Comcast revolution on Cape Cod is in a delay as @user is 5 hours late for install. #notsofast,0.88252729,0.10537358,0.01209914,-0.87042815,Negative
2858926,2017-11-27 22:04:24+00:00,2017-11-27,22,Monday,Uber_Support,Support,"@794497 We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please have them contact us via https://t.co/TmWmJyGFaK","@user We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please have them contact us via http",0.01301618,0.88135135,0.10563238,0.09261620,Neutral
2008588,2017-11-04 17:27:02+00:00,2017-11-04,17,Saturday,Delta,Support,"@305881 John, we love it when you chill with us. 😎 We appreciate your continued loyalty to us. Sit back, relax and enjoy the club! ^HCH","@user John, we love it when you chill with us. 😎 We appreciate your continued loyalty to us. Sit back, relax and enjoy the club! ^HCH",0.00297788,0.01420289,0.98281926,0.97984138,Positive
1574398,2017-11-04 17:34:00+00:00,2017-11-04,17,Saturday,485213,Customer,@AppleSupport Everybody having the same problem,@user Everybody having the same problem,0.50868893,0.46332899,0.02798205,-0.48070688,Negative
2198022,2017-11-10 00:06:52+00:00,2017-11-10,0,Friday,213730,Customer,@292020 @642936 @115911 @115913 I don't know his email?,@user @user @user @user I don't know his email?,0.23342253,0.75349724,0.01308027,-0.22034226,Neutral
1197289,2017-10-25 03:00:32+00:00,2017-10-25,3,Wednesday,SouthwestAir,Support,"@401318 It's a pleasure having you in the skies with us tonight, Lee! Enjoy the ride. ^MR","@user It's a pleasure having you in the skies with us tonight, Lee! Enjoy the ride. ^MR",0.00184690,0.00960254,0.98855060,0.98670370,Positive
1899805,2017-10-23 21:02:04+00:00,2017-10-23,21,Monday,313262,Customer,"@566183 @566177 @566182 @566181 @566178 @566172 @566179 @566171 @313261 @566176 @Tesco I was surprised you were questioning me, but I thought you had a purpose I had not picked up on.Never mind.Thank you.","@user @user @user @user @user @user @user @user @user @user @user I was surprised you were questioning me, but I thought you had a purpose I had not picked up on.Never mind.Thank you.",0.26522434,0.58320540,0.15157026,-0.11365408,Neutral
1613533,2017-11-22 03:40:37+00:00,2017-11-22,3,Wednesday,494991,Customer,"@VerizonSupport Tried that about 15 times. Talked to Marco your tech support guy in Mexico. Super nice, but can’t get someone to fix it until Sat! Not cool!","@user Tried that about 15 times. Talked to Marco your tech support guy in Mexico. Super nice, but can’t get someone to fix it until Sat! Not cool!",0.84615749,0.12748398,0.02635863,-0.81979886,Negative
1302719,2017-10-26 23:26:47+00:00,2017-10-26,23,Thursday,161009,Customer,@TwitterSupport https://t.co/fs3TMxiN8l,@user http,0.04675796,0.80672204,0.14652000,0.09976205,Neutral
2091370,2017-11-07 13:06:13+00:00,2017-11-07,13,Tuesday,124969,Customer,@TwitterSupport #SuspendTrump #SuspendNazis,@user #SuspendTrump #SuspendNazis,0.57416624,0.39840257,0.02743123,-0.54673500,Negative
2231967,2017-10-19 16:30:43+00:00,2017-10-19,16,Thursday,559429,Customer,@idea_cares Every time this problem,@user Every time this problem,0.56729102,0.40083182,0.03187712,-0.53541390,Negative
2297116,2017-11-26 00:51:10+00:00,2017-11-26,0,Sunday,201771,Customer,"@ChaseSupport Again, the software somehow successfully read the routing number. How is that not clear enough? The photos were exquisite. I could DM u pics","@user Again, the software somehow successfully read the routing number. How is that not clear enough? The photos were exquisite. I could DM u pics",0.01359216,0.10538194,0.88102591,0.86743375,Positive
1490221,2017-11-03 09:13:01+00:00,2017-11-03,9,Friday,466094,Customer,"@115821 I have placed an order on 8th Oct 2017 , but still now I didn't get it delivered it's almost 1 month, how shameful does it really. https://t.co/01IrUXaPB6","@user I have placed an order on 8th Oct 2017 , but still now I didn't get it delivered it's almost 1 month, how shameful does it really. http",0.92820507,0.06706470,0.00473020,-0.92347487,Negative
2372099,2017-10-29 07:20:06+00:00,2017-10-29,7,Sunday,Safaricom_Care,Support,@202810 Which error message are you getting? ^MT,@user Which error message are you getting? ^MT,0.45068055,0.53795373,0.01136568,-0.43931487,Neutral
1384153,2017-11-25 23:28:55+00:00,2017-11-25,23,Saturday,442116,Customer,"@AmazonHelp El mismo, me proyecté 🙃","@user El mismo, me proyecté 🙃",0.04739727,0.80302042,0.14958237,0.10218510,Neutral
275840,2017-10-06 07:11:28+00:00,2017-10-06,7,Friday,181894,Customer,@AmazonHelp 2 orders. The old one is apparently shipping today but my order 203-8318089-6770742 is now in same predicament. ?,@user 2 orders. The old one is apparently shipping today but my order 203-8318089-6770742 is now in same predicament. ?,0.53511000,0.44972211,0.01516788,-0.51994211,Negative
2333060,2017-11-14 10:43:02+00:00,2017-11-14,10,Tuesday,idea_cares,Support,"@647393 Your issue has been initiated by us under ref. no. 1-152999765123 and expected completion date is 17/11/2017. Regards,Sneha.","@user Your issue has been initiated by us under ref. no. 1-152999765123 and expected completion date is 17/11/2017. Regards,Sneha.",0.04193245,0.88633353,0.07173407,0.02980163,Neutral
2133428,2017-11-08 20:15:17+00:00,2017-11-08,20,Wednesday,627725,Customer,ℹ️ am so hungover @115858 got me fucked up. Fix the ℹ️ so ℹ️ don’t look like I️m starting a novel every time I use the ℹ️,ℹ️ am so hungover @user got me fucked up. Fix the ℹ️ so ℹ️ don’t look like I️m starting a novel every time I use the ℹ️,0.92554593,0.06845449,0.00599954,-0.91954639,Negative
2085532,2017-11-06 18:40:20+00:00,2017-11-06,18,Monday,616680,Customer,@IHGService Your chat is not working either. Error msg: This page isn’t working 10.205.1.23 is currently unable to handle this request.,@user Your chat is not working either. Error msg: This page isn’t working 10.205.1.23 is currently unable to handle this request.,0.92076719,0.07460679,0.00462603,-0.91614116,Negative
273433,2017-10-06 04:36:25+00:00,2017-10-06,4,Friday,AmazonHelp,Support,@181309 Que alegría que lo hayas podido disfrutar 😊 Y esperamos que siga siendo así ☺️ ^AV,@user Que alegría que lo hayas podido disfrutar 😊 Y esperamos que siga siendo así ☺️ ^AV,0.00388332,0.09668095,0.89943570,0.89555237,Positive
